label,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
jump,0.6324386596679688,0.38901522755622864,-0.3390311002731323,0.9995604753494263,0.6375464200973511,0.3707364499568939,-0.32342207431793213,0.9986683130264282,0.6414381861686707,0.3703595995903015,-0.3234832286834717,0.9986531138420105,0.6451910734176636,0.3701755404472351,-0.32354187965393066,0.9986192584037781,0.6254182457923889,0.3704998791217804,-0.3300037980079651,0.9987867474555969,0.6207786798477173,0.3701306879520416,-0.3300679326057434,0.9988164901733398,0.616631805896759,0.3698878884315491,-0.3302159905433655,0.9988059997558594,0.6475673913955688,0.37341684103012085,-0.19216904044151306,0.9980522990226746,0.6091101765632629,0.3726750612258911,-0.22275038063526154,0.9985555410385132,0.6379349231719971,0.4027862548828125,-0.2851564288139343,0.9996585249900818,0.6249192953109741,0.4021150767803192,-0.2941744923591614,0.9996455311775208,0.6837345361709595,0.46755969524383545,-0.07679767906665802,0.9997660517692566,0.5702486634254456,0.4644894301891327,-0.13308647274971008,0.9997269511222839,0.6969095468521118,0.5866385698318481,0.014345230534672737,0.95587557554245,0.5557171106338501,0.571154773235321,-0.10539710521697998,0.930939257144928,0.705788254737854,0.6973641514778137,-0.09786366671323776,0.881774365901947,0.5832470059394836,0.6634156107902527,-0.22000925242900848,0.8413329720497131,0.7100203633308411,0.7344897985458374,-0.13075430691242218,0.8298248648643494,0.5860397219657898,0.6961089968681335,-0.2537311911582947,0.781991183757782,0.7030091285705566,0.7379564046859741,-0.169388547539711,0.8424299359321594,0.5958357453346252,0.6893311738967896,-0.2891598045825958,0.7977261543273926,0.698616087436676,0.7248081564903259,-0.11518527567386627,0.8378807902336121,0.597058892250061,0.6788090467453003,-0.23415105044841766,0.7890945672988892,0.665698766708374,0.6954647898674011,0.013042239472270012,0.9937556982040405,0.6011487245559692,0.6972790360450745,-0.012935509905219078,0.9940341711044312,0.6681153774261475,0.872907280921936,-0.033803194761276245,0.8487024307250977,0.6165205240249634,0.8706180453300476,-0.020583081990480423,0.8734449744224548,0.6641912460327148,1.0161099433898926,0.17524142563343048,0.714402973651886,0.614871621131897,0.9951738715171814,0.1723204404115677,0.7491610646247864,0.6627457737922668,1.0353612899780273,0.18609672784805298,0.5480319857597351,0.6178910136222839,1.0303208827972412,0.1840013563632965,0.46748003363609314,0.6630185842514038,1.0786075592041016,0.03480321168899536,0.6668071746826172,0.6248340606689453,1.0776315927505493,0.02756129764020443,0.6763467192649841
jump,0.6448022127151489,0.3890608251094818,-0.3985765874385834,0.9995561242103577,0.6512507796287537,0.3708234131336212,-0.38427290320396423,0.9987072348594666,0.6554669141769409,0.3704307973384857,-0.3843293786048889,0.9986917972564697,0.6593261957168579,0.3701523542404175,-0.38441202044487,0.998615026473999,0.6381303668022156,0.37010735273361206,-0.3907502293586731,0.9988338947296143,0.633134663105011,0.3692459762096405,-0.39083564281463623,0.9988895058631897,0.6280568242073059,0.3687140643596649,-0.39099180698394775,0.9988888502120972,0.6626591086387634,0.3725438416004181,-0.245000958442688,0.9981520175933838,0.6200674772262573,0.3699290156364441,-0.2756449580192566,0.9988329410552979,0.6500796675682068,0.40199121832847595,-0.3404724597930908,0.9996902346611023,0.6368640661239624,0.40114352107048035,-0.34950003027915955,0.9997071027755737,0.6959211826324463,0.46342146396636963,-0.11152694374322891,0.999739944934845,0.5801193714141846,0.45802491903305054,-0.1623154729604721,0.9997625350952148,0.7164953947067261,0.5835990309715271,0.0033042053692042828,0.9509677886962891,0.5603095889091492,0.5654324293136597,-0.11071433871984482,0.9486098289489746,0.7163137793540955,0.6998382806777954,-0.10944966971874237,0.8658466935157776,0.5871434211730957,0.661061704158783,-0.2182985097169876,0.8731464147567749,0.721255898475647,0.7356338500976562,-0.14144408702850342,0.8113445043563843,0.5890423059463501,0.6938973069190979,-0.249374657869339,0.8208016157150269,0.7137027978897095,0.7385632395744324,-0.18180212378501892,0.82649165391922,0.599838137626648,0.6876550316810608,-0.2903421223163605,0.8341283798217773,0.7091943025588989,0.7247945070266724,-0.12746189534664154,0.8212493062019348,0.6011719107627869,0.676613986492157,-0.2340478003025055,0.8214377760887146,0.6759640574455261,0.7003233432769775,0.008730853907763958,0.993105947971344,0.6104590892791748,0.6983516216278076,-0.008596055209636688,0.9927056431770325,0.6743324995040894,0.8873125910758972,-0.052766285836696625,0.8716211915016174,0.6171565651893616,0.8825823664665222,-0.017765607684850693,0.8576793670654297,0.6815438270568848,1.0485695600509644,0.15099209547042847,0.7128584980964661,0.6188865303993225,1.0066916942596436,0.18916909396648407,0.6815616488456726,0.6801009178161621,1.067060947418213,0.16171520948410034,0.4838331341743469,0.6179693937301636,1.0572905540466309,0.20294730365276337,0.39361631870269775,0.6790367364883423,1.1093933582305908,0.007007098291069269,0.6191908717155457,0.6224352717399597,1.102224349975586,0.04167288541793823,0.6016699075698853
jump,0.6768975257873535,0.3706224858760834,-0.492551326751709,0.9994869828224182,0.6847426891326904,0.35157978534698486,-0.47908273339271545,0.9985820651054382,0.6890714764595032,0.3518260419368744,-0.479142963886261,0.9985400438308716,0.693111002445221,0.3522758483886719,-0.47923892736434937,0.9984453320503235,0.6709820032119751,0.3497844934463501,-0.4831923544406891,0.9987972378730774,0.665756344795227,0.3487287759780884,-0.4832925796508789,0.998862087726593,0.6609543561935425,0.34793299436569214,-0.48344963788986206,0.998883843421936,0.6958657503128052,0.3556968867778778,-0.33935391902923584,0.9978973865509033,0.6540172100067139,0.3490508794784546,-0.3595917820930481,0.9988651275634766,0.6822720766067505,0.3851810693740845,-0.4343414306640625,0.9996645450592041,0.6679478287696838,0.3833361566066742,-0.44026049971580505,0.9997110366821289,0.7315706014633179,0.46060892939567566,-0.2013196498155594,0.9995983242988586,0.6072729825973511,0.45259490609169006,-0.2350730001926422,0.9997470378875732,0.7505598664283752,0.5877450108528137,-0.08663022518157959,0.9450225234031677,0.5885306000709534,0.5906442403793335,-0.15371215343475342,0.9550408720970154,0.7655700445175171,0.7142127752304077,-0.16909071803092957,0.8290928602218628,0.5738178491592407,0.712945818901062,-0.22773781418800354,0.8690182566642761,0.7746748924255371,0.7493114471435547,-0.1945004165172577,0.7613406777381897,0.5643846988677979,0.7500203847885132,-0.24888917803764343,0.8110091090202332,0.7702451348304749,0.7521650195121765,-0.2349628210067749,0.7804124355316162,0.5713396072387695,0.7536064982414246,-0.30207568407058716,0.8271973133087158,0.7642580270767212,0.7408479452133179,-0.18604275584220886,0.7783480286598206,0.5756606459617615,0.7408882975578308,-0.24872656166553497,0.8159223794937134,0.7038600444793701,0.7115151882171631,0.007753241807222366,0.9918519854545593,0.6324708461761475,0.704262912273407,-0.007680946495383978,0.9913471341133118,0.6968186497688293,0.90595543384552,-0.03249013423919678,0.8568122386932373,0.6372072100639343,0.8973943591117859,-0.004041996784508228,0.8248358964920044,0.6927043199539185,1.0626845359802246,0.21546992659568787,0.6381043791770935,0.6270045042037964,1.0183671712875366,0.25983676314353943,0.5618322491645813,0.6892205476760864,1.0817862749099731,0.23157207667827606,0.429767370223999,0.6302345395088196,1.0714111328125,0.28009408712387085,0.3212044835090637,0.6939104795455933,1.125421166419983,0.08614403754472733,0.5167768597602844,0.6353139281272888,1.1200344562530518,0.1230938583612442,0.4742168188095093
jump,0.6973353028297424,0.3524039089679718,-0.47727617621421814,0.999685525894165,0.705065906047821,0.33157995343208313,-0.4645726680755615,0.9991309642791748,0.709823727607727,0.3315635621547699,-0.4646301865577698,0.9991059303283691,0.7143062949180603,0.3316420316696167,-0.4646880626678467,0.9990478754043579,0.6907404661178589,0.3295435905456543,-0.46603530645370483,0.9992576837539673,0.6852083206176758,0.32831963896751404,-0.46608051657676697,0.999295175075531,0.680161714553833,0.32737669348716736,-0.46616262197494507,0.9993022680282593,0.7196393013000488,0.33465662598609924,-0.32407113909721375,0.9987205266952515,0.6725988388061523,0.3291630148887634,-0.33314234018325806,0.9992932081222534,0.7037656903266907,0.3683316111564636,-0.4188864827156067,0.9997951984405518,0.688077449798584,0.3665347993373871,-0.42130333185195923,0.9998223781585693,0.7620312571525574,0.4412491023540497,-0.19061221182346344,0.9997509121894836,0.6259075403213501,0.4341893792152405,-0.2145361453294754,0.9998326301574707,0.7912488579750061,0.5765190720558167,-0.09820781648159027,0.9653406739234924,0.5926021337509155,0.5651686787605286,-0.1424356997013092,0.9678487181663513,0.8285378217697144,0.689963698387146,-0.23979802429676056,0.8943143486976624,0.5629131197929382,0.6879585981369019,-0.25054457783699036,0.9048588871955872,0.8384385108947754,0.728063702583313,-0.2836228013038635,0.8476372361183167,0.5511378049850464,0.7259037494659424,-0.2790879011154175,0.8579738736152649,0.8311055898666382,0.7275548577308655,-0.33295342326164246,0.8606921434402466,0.5564032793045044,0.7282447218894958,-0.33584654331207275,0.8719065189361572,0.8258950114250183,0.7164170145988464,-0.2620702385902405,0.8588714599609375,0.562458872795105,0.722052276134491,-0.2723882496356964,0.8646439909934998,0.73075932264328,0.7020890116691589,0.020551590248942375,0.9929484724998474,0.6586283445358276,0.6989812850952148,-0.020329533144831657,0.9928479790687561,0.7258812189102173,0.8912971615791321,0.05587805062532425,0.8059651851654053,0.6911801695823669,0.8959442973136902,-0.0008404160034842789,0.8226125240325928,0.7213892340660095,1.0647035837173462,0.28744083642959595,0.5490829348564148,0.6787092089653015,1.0790883302688599,0.1901586949825287,0.5326302647590637,0.7141624093055725,1.0851383209228516,0.3032936751842499,0.4232225716114044,0.6755768060684204,1.1012976169586182,0.20287926495075226,0.3199961483478546,0.7365905046463013,1.1244863271713257,0.17253145575523376,0.43723878264427185,0.6932563185691833,1.1403368711471558,0.039973121136426926,0.42027556896209717
jump,0.7105454206466675,0.32346561551094055,-0.5119823813438416,0.9997907280921936,0.7182669043540955,0.3002113997936249,-0.4943416118621826,0.9994379878044128,0.7234541773796082,0.29980525374412537,-0.49440479278564453,0.999419093132019,0.7282508611679077,0.2996525466442108,-0.4945567548274994,0.999384343624115,0.7020382285118103,0.3000812828540802,-0.5014049410820007,0.9995133876800537,0.6959372162818909,0.29991769790649414,-0.5014467239379883,0.9995300769805908,0.6903660297393799,0.2999507784843445,-0.5015940070152283,0.9995296001434326,0.7314576506614685,0.30579671263694763,-0.3318835496902466,0.9991834163665771,0.6799899935722351,0.3068077266216278,-0.36535924673080444,0.9995313286781311,0.7179688811302185,0.3425705134868622,-0.44513851404190063,0.9998695254325867,0.6999775171279907,0.3423316776752472,-0.45472559332847595,0.9998857378959656,0.7763075232505798,0.4265883266925812,-0.18722979724407196,0.9998374581336975,0.632373571395874,0.4303865134716034,-0.24154038727283478,0.9998699426651001,0.8020016551017761,0.5752608776092529,-0.0757719948887825,0.9767140746116638,0.6093124747276306,0.5829865336418152,-0.16252779960632324,0.9742712378501892,0.8242179751396179,0.7051175832748413,-0.1979367733001709,0.9313952326774597,0.6047350168228149,0.7256249189376831,-0.260637104511261,0.9188898205757141,0.8340803980827332,0.749807596206665,-0.23763582110404968,0.8966920375823975,0.5970604419708252,0.7704136967658997,-0.29132407903671265,0.8735871911048889,0.825649082660675,0.7519879937171936,-0.28267034888267517,0.9064009785652161,0.6066080331802368,0.7723296284675598,-0.34589865803718567,0.8880194425582886,0.8202615976333618,0.7358861565589905,-0.21757133305072784,0.9047342538833618,0.6111810803413391,0.7569751739501953,-0.28233271837234497,0.8842247128486633,0.760017991065979,0.7056331038475037,0.023263689130544662,0.9942435622215271,0.6763512492179871,0.713570237159729,-0.023088710382580757,0.9942759275436401,0.7765499353408813,0.9300267696380615,-0.040118131786584854,0.7507469654083252,0.7046733498573303,0.9326919913291931,-0.03087102808058262,0.7706020474433899,0.7704311609268188,1.0969407558441162,0.3052651584148407,0.42555540800094604,0.6993695497512817,1.102653980255127,0.28146761655807495,0.43702778220176697,0.7656973004341125,1.1189199686050415,0.3285081386566162,0.36407098174095154,0.699548602104187,1.1222976446151733,0.307498574256897,0.2753872871398926,0.7801244258880615,1.1700721979141235,0.20217113196849823,0.33364158868789673,0.710479199886322,1.1702004671096802,0.13583967089653015,0.330049604177475
jump,0.7271369695663452,0.2977193295955658,-0.5274525284767151,0.9997273087501526,0.734289824962616,0.2726745307445526,-0.5064171552658081,0.9993297457695007,0.7394096851348877,0.2722410559654236,-0.5065096020698547,0.999333918094635,0.7440716624259949,0.27214664220809937,-0.5066990256309509,0.9992292523384094,0.7167044281959534,0.2728007733821869,-0.5209105610847473,0.9994083642959595,0.7098950743675232,0.2724432051181793,-0.5209763050079346,0.9994524121284485,0.7032054662704468,0.2723502516746521,-0.5212041735649109,0.9993991255760193,0.745866060256958,0.278692364692688,-0.327944815158844,0.9991181492805481,0.6920896768569946,0.2786315679550171,-0.39068612456321716,0.999483585357666,0.7340987920761108,0.31603267788887024,-0.45529812574386597,0.9998478293418884,0.7163480520248413,0.31618085503578186,-0.4727138578891754,0.9998709559440613,0.7886544466018677,0.406604140996933,-0.16261860728263855,0.9997784495353699,0.6402086019515991,0.40128859877586365,-0.26665371656417847,0.9997919201850891,0.8104097247123718,0.5616529583930969,-0.02789865992963314,0.9588262438774109,0.6313687562942505,0.5557543635368347,-0.21244056522846222,0.9671368598937988,0.8221332430839539,0.6897708177566528,-0.1432380974292755,0.8694300651550293,0.6545398235321045,0.7097747921943665,-0.32076793909072876,0.8447330594062805,0.8277993202209473,0.7375423908233643,-0.17906543612480164,0.8076909780502319,0.6527494192123413,0.7547013163566589,-0.35946646332740784,0.7769945859909058,0.8212136030197144,0.7415235042572021,-0.22499661147594452,0.8277838826179504,0.667704701423645,0.750388503074646,-0.40311798453330994,0.7987990975379944,0.8146222233772278,0.7217849493026733,-0.16356582939624786,0.8263900876045227,0.6717878580093384,0.7355614900588989,-0.3379606604576111,0.7925514578819275,0.7725675702095032,0.7078171968460083,0.02169458381831646,0.9927677512168884,0.6840972900390625,0.7108827233314514,-0.021173901855945587,0.9912090301513672,0.7939828038215637,0.9466938376426697,-0.0763549730181694,0.7476575374603271,0.7048535943031311,0.9365453124046326,-0.010926724411547184,0.7183008790016174,0.7992954254150391,1.1201376914978027,0.26952749490737915,0.3691301941871643,0.700605034828186,1.111570119857788,0.3108021914958954,0.37361982464790344,0.7942803502082825,1.1444629430770874,0.29555773735046387,0.32187598943710327,0.7025648355484009,1.135074496269226,0.33437415957450867,0.2354571521282196,0.8113500475883484,1.1985912322998047,0.11800260841846466,0.27691274881362915,0.7125600576400757,1.1865851879119873,0.1540597677230835,0.26963692903518677
jump,0.7646960616111755,0.28255993127822876,-0.7681904435157776,0.9993921518325806,0.7721567153930664,0.25756070017814636,-0.7462396025657654,0.9986831545829773,0.777039110660553,0.2579094469547272,-0.7462996244430542,0.9986407160758972,0.7813550233840942,0.2585951089859009,-0.7464739084243774,0.9984295964241028,0.7534497976303101,0.25639286637306213,-0.7557380199432373,0.9988282918930054,0.7456085681915283,0.25587037205696106,-0.7559322118759155,0.9988798499107361,0.7378805875778198,0.25552594661712646,-0.7561699151992798,0.9988471865653992,0.7817617654800415,0.2653213441371918,-0.5530282258987427,0.9983201026916504,0.7265437841415405,0.2603476047515869,-0.5987497568130493,0.9990682601928711,0.7705468535423279,0.3041059672832489,-0.689860463142395,0.9996326565742493,0.7516427040100098,0.3022184371948242,-0.7032922506332397,0.9997065663337708,0.8250409364700317,0.3940560221672058,-0.36390742659568787,0.999276340007782,0.6699222922325134,0.3825739324092865,-0.4523392617702484,0.9997138381004333,0.8505298495292664,0.5598392486572266,-0.23257975280284882,0.9092957377433777,0.6571996808052063,0.5399555563926697,-0.39023274183273315,0.9656830430030823,0.8494405746459961,0.7387098073959351,-0.3538033664226532,0.7209519147872925,0.683035671710968,0.6937254667282104,-0.5067523717880249,0.8150696158409119,0.8554976582527161,0.7956902384757996,-0.398995965719223,0.6451669931411743,0.6817751526832581,0.7431426644325256,-0.5523867011070251,0.734873354434967,0.8448163270950317,0.7968333959579468,-0.4511747360229492,0.6691493988037109,0.6971045136451721,0.7330897450447083,-0.6008431315422058,0.7561954259872437,0.8338339924812317,0.7761377096176147,-0.3766646981239319,0.6789535284042358,0.7031062245368958,0.7186654210090637,-0.5258384943008423,0.7472894191741943,0.8082930445671082,0.6930253505706787,0.011667106300592422,0.9902111291885376,0.7129098773002625,0.6981486678123474,-0.011334167793393135,0.9901806712150574,0.8085787892341614,0.9213908314704895,-0.0019633376505225897,0.6674934029579163,0.7153550386428833,0.9143499135971069,0.008171658031642437,0.6760326027870178,0.8088258504867554,1.079908013343811,0.39237523078918457,0.2952498197555542,0.7049623727798462,1.088758111000061,0.3448917865753174,0.3224636912345886,0.8013232946395874,1.1049387454986572,0.4231266975402832,0.2706654369831085,0.707900881767273,1.1095445156097412,0.37183448672294617,0.20797480642795563,0.8246097564697266,1.1570473909378052,0.24653193354606628,0.21913236379623413,0.708008885383606,1.169924020767212,0.16179987788200378,0.22518934309482574
jump,0.7891546487808228,0.2559579312801361,-0.6146666407585144,0.9987480044364929,0.7993597984313965,0.229953795671463,-0.5884181261062622,0.9973443746566772,0.8055530786514282,0.23080284893512726,-0.5886071920394897,0.9971565008163452,0.8108811378479004,0.2319612205028534,-0.5887372493743896,0.9967997074127197,0.7772964239120483,0.22708609700202942,-0.6048827171325684,0.9978111386299133,0.7691606283187866,0.2260081171989441,-0.6050196290016174,0.9979375600814819,0.7611113786697388,0.2252984344959259,-0.605361819267273,0.9980061650276184,0.8126226663589478,0.23941095173358917,-0.3918759226799011,0.9960963129997253,0.7493419647216797,0.23027010262012482,-0.4332078993320465,0.9982971549034119,0.7963558435440063,0.2785611152648926,-0.5336101055145264,0.9993205070495605,0.7745211124420166,0.27598878741264343,-0.55272376537323,0.9995317459106445,0.8554104566574097,0.377654105424881,-0.22060267627239227,0.9987331628799438,0.689560055732727,0.3724994361400604,-0.2867417633533478,0.9996017813682556,0.8934787511825562,0.5461760759353638,-0.09266342222690582,0.8729493021965027,0.6753295063972473,0.5602039694786072,-0.1832934021949768,0.9607570171356201,0.9098413586616516,0.7339052557945251,-0.21272096037864685,0.6265742778778076,0.682216465473175,0.743358850479126,-0.2756894826889038,0.7794044017791748,0.9167777895927429,0.7855938076972961,-0.25159087777137756,0.5443044304847717,0.6774498820304871,0.7954270243644714,-0.30515697598457336,0.6914987564086914,0.9067002534866333,0.7884151339530945,-0.2976270020008087,0.5695059299468994,0.6903301477432251,0.795962929725647,-0.36164334416389465,0.7153310179710388,0.8944957852363586,0.7691554427146912,-0.2332582175731659,0.5848044753074646,0.6956843733787537,0.7784941792488098,-0.29773086309432983,0.7126721739768982,0.8428031206130981,0.6971479654312134,0.029031479731202126,0.9884929060935974,0.7403947114944458,0.7053585052490234,-0.028681984171271324,0.9902331829071045,0.8565486073493958,0.9305965900421143,0.0073341624811291695,0.6688945293426514,0.7560533881187439,0.9369187951087952,-0.03418590500950813,0.6764178276062012,0.8474373817443848,1.0705114603042603,0.5574400424957275,0.27753233909606934,0.771359920501709,1.1111863851547241,0.4372127056121826,0.3043990433216095,0.8424578905105591,1.0845433473587036,0.6076328158378601,0.26863276958465576,0.7734495997428894,1.122875690460205,0.48097625374794006,0.19633381068706512,0.8574213981628418,1.1622129678726196,0.46422290802001953,0.20308080315589905,0.786639392375946,1.1920806169509888,0.2943909764289856,0.20599627494812012
jump,0.8108475804328918,0.19661159813404083,-0.6859356164932251,0.9989093542098999,0.8222546577453613,0.1694067120552063,-0.6555798053741455,0.9975495934486389,0.8298891186714172,0.17005936801433563,-0.6557155251502991,0.997510552406311,0.8371151089668274,0.17118577659130096,-0.6558939814567566,0.9971261620521545,0.8010495901107788,0.1680978685617447,-0.6655095815658569,0.9979466795921326,0.793813943862915,0.16807691752910614,-0.6656497716903687,0.9980672001838684,0.7867274880409241,0.1686646193265915,-0.6659361124038696,0.9979694485664368,0.842451274394989,0.18566246330738068,-0.437255859375,0.9965229034423828,0.7736207842826843,0.18205566704273224,-0.482938677072525,0.9982191920280457,0.8203471899032593,0.22688622772693634,-0.6003803014755249,0.9994320273399353,0.7973672151565552,0.22347941994667053,-0.6133588552474976,0.999558687210083,0.9035928845405579,0.34962400794029236,-0.260824978351593,0.9989759922027588,0.7092425227165222,0.3511466681957245,-0.3382135033607483,0.9994736313819885,0.9605033993721008,0.5499082207679749,-0.1471434235572815,0.9140229821205139,0.6820133328437805,0.5583725571632385,-0.26483315229415894,0.9591149091720581,1.0025063753128052,0.7422304153442383,-0.3417403995990753,0.735098123550415,0.6697528958320618,0.7525354623794556,-0.40591034293174744,0.8083022832870483,1.027634859085083,0.8104296922683716,-0.39784592390060425,0.6496557593345642,0.657310426235199,0.8033120632171631,-0.44834527373313904,0.7144810557365417,1.0091487169265747,0.8167532086372375,-0.45625367760658264,0.6747264862060547,0.6700093150138855,0.8051616549491882,-0.5269655585289001,0.7427555322647095,0.9933077692985535,0.7808013558387756,-0.3689728379249573,0.6874064803123474,0.6773871183395386,0.7856226563453674,-0.4382658004760742,0.7440562844276428,0.8865596055984497,0.7201840281486511,0.014869915321469307,0.987433135509491,0.7597888708114624,0.7286548614501953,-0.014344374649226665,0.9889156818389893,0.9073799848556519,0.9734686613082886,-0.01946701481938362,0.6970802545547485,0.7951750159263611,1.0140354633331299,0.017088796943426132,0.6321359872817993,0.9142977595329285,1.2239683866500854,0.48270049691200256,0.21423615515232086,0.8084279298782349,1.2418500185012817,0.5501023530960083,0.2036522626876831,0.9131819009780884,1.2570503950119019,0.5209595561027527,0.2078033983707428,0.8115963935852051,1.2716823816299438,0.5958923101425171,0.1420345902442932,0.9212614297866821,1.3143070936203003,0.3438779413700104,0.14876216650009155,0.8183706998825073,1.3247286081314087,0.379647433757782,0.14042304456233978
jump,0.8192780613899231,0.1459544450044632,-0.801871657371521,0.9988386631011963,0.8299892544746399,0.12008048593997955,-0.7679012417793274,0.9970224499702454,0.8378015756607056,0.12140198796987534,-0.7680574655532837,0.9972630143165588,0.8455089330673218,0.12340298295021057,-0.7682881951332092,0.9966305494308472,0.8076707124710083,0.11871326714754105,-0.7762526273727417,0.9974287748336792,0.7992600202560425,0.11957695335149765,-0.776457667350769,0.9977320432662964,0.7907013893127441,0.12160288542509079,-0.7768468260765076,0.9973882436752319,0.8512706756591797,0.14032389223575592,-0.5375356674194336,0.9960253238677979,0.7721396684646606,0.14393724501132965,-0.5731689929962158,0.997508704662323,0.8300799131393433,0.1807427555322647,-0.7129074931144714,0.9994613528251648,0.8049982190132141,0.18059107661247253,-0.7238024473190308,0.9995009899139404,0.923599362373352,0.33202841877937317,-0.35844671726226807,0.9989522695541382,0.7097600698471069,0.3353438079357147,-0.422987163066864,0.9992759227752686,0.979709804058075,0.5463361740112305,-0.24486593902111053,0.9407389163970947,0.6868707537651062,0.5574812293052673,-0.34458255767822266,0.9632263779640198,1.0228832960128784,0.7709590792655945,-0.41170233488082886,0.803592324256897,0.677564263343811,0.7758491635322571,-0.4989774823188782,0.8386377096176147,1.0509085655212402,0.8521541953086853,-0.4653538167476654,0.6985195279121399,0.6686757802963257,0.8438194990158081,-0.5430092811584473,0.7333941459655762,1.0345284938812256,0.863813579082489,-0.5177172422409058,0.725734293460846,0.6819537878036499,0.847281277179718,-0.6222255825996399,0.765213131904602,1.015541434288025,0.8328418135643005,-0.43592777848243713,0.7423321604728699,0.6896375417709351,0.82520991563797,-0.5317676067352295,0.7693014144897461,0.9112087488174438,0.7362311482429504,0.014276064932346344,0.9846935868263245,0.7707505226135254,0.7466002702713013,-0.013636571355164051,0.9861496686935425,0.9258182644844055,1.0428553819656372,-0.05831257253885269,0.643272340297699,0.7945183515548706,1.0885703563690186,0.029964983463287354,0.5482946038246155,0.9402542114257812,1.2751497030258179,0.5565956830978394,0.1433458924293518,0.8113828897476196,1.3027998208999634,0.646401047706604,0.13169348239898682,0.9423330426216125,1.3135367631912231,0.6045029163360596,0.14009921252727509,0.8155046701431274,1.3413662910461426,0.6995643377304077,0.0954614132642746,0.9431695938110352,1.3793748617172241,0.3647705912590027,0.0986325740814209,0.8257157206535339,1.3923338651657104,0.4445992112159729,0.09334984421730042
